JJ
TP,324.0
FP,53.0
TN,17263.0
FN,965.0
PRECISION:,0.8594164456233422
RECALL:,0.2513576415826222
F1:,0.3889555822328931

NN
TP,1188.0
FP,274.0
TN,15347.0
FN,1796.0
PRECISION:,0.8125854993160054
RECALL:,0.39812332439678283
F1:,0.5344129554655871

WRB
TP,36.0
FP,785.0
TN,17773.0
FN,11.0
PRECISION:,0.0438489646772229
RECALL:,0.7659574468085106
F1:,0.08294930875576037

PRP
TP,460.0
FP,1176.0
TN,16895.0
FN,74.0
PRECISION:,0.28117359413202936
RECALL:,0.8614232209737828
F1:,0.423963133640553

DT
TP,1782.0
FP,21.0
TN,16660.0
FN,142.0
PRECISION:,0.9883527454242929
RECALL:,0.9261954261954262
F1:,0.956265092567749

NNP
TP,331.0
FP,62.0
TN,16501.0
FN,1711.0
PRECISION:,0.8422391857506362
RECALL:,0.16209598432908912
F1:,0.2718685831622176

JJS
TP,22.0
FP,662.0
TN,17899.0
FN,22.0
PRECISION:,0.03216374269005848
RECALL:,0.5
F1:,0.06043956043956043

NNS
TP,326.0
FP,213.0
TN,17038.0
FN,1028.0
PRECISION:,0.6048237476808905
RECALL:,0.24076809453471196
F1:,0.34442683571051236

JJR
TP,11.0
FP,124.0
TN,18410.0
FN,60.0
PRECISION:,0.08148148148148149
RECALL:,0.15492957746478872
F1:,0.10679611650485438

MD
TP,242.0
FP,1282.0
TN,17075.0
FN,6.0
PRECISION:,0.15879265091863518
RECALL:,0.9758064516129032
F1:,0.27313769751693

VBD
TP,354.0
FP,37.0
TN,17821.0
FN,393.0
PRECISION:,0.9053708439897699
RECALL:,0.4738955823293173
F1:,0.6221441124780316

WP
TP,48.0
FP,184.0
TN,18357.0
FN,16.0
PRECISION:,0.20689655172413793
RECALL:,0.75
F1:,0.32432432432432434

VBG
TP,41.0
FP,80.0
TN,18176.0
FN,308.0
PRECISION:,0.33884297520661155
RECALL:,0.1174785100286533
F1:,0.17446808510638298

CC
TP,465.0
FP,2.0
TN,18087.0
FN,51.0
PRECISION:,0.9957173447537473
RECALL:,0.9011627906976745
F1:,0.946083418107833

CD
TP,234.0
FP,71.0
TN,17982.0
FN,318.0
PRECISION:,0.7672131147540984
RECALL:,0.42391304347826086
F1:,0.5460910151691948

RBR
TP,16.0
FP,414.0
TN,18155.0
FN,20.0
PRECISION:,0.037209302325581395
RECALL:,0.4444444444444444
F1:,0.06866952789699571

VBN
TP,198.0
FP,407.0
TN,17771.0
FN,229.0
PRECISION:,0.32727272727272727
RECALL:,0.4637002341920375
F1:,0.38372093023255816

IN
TP,1822.0
FP,49.0
TN,16306.0
FN,428.0
PRECISION:,0.9738107963655799
RECALL:,0.8097777777777778
F1:,0.8842513952924047

VBP
TP,171.0
FP,196.0
TN,18097.0
FN,141.0
PRECISION:,0.4659400544959128
RECALL:,0.5480769230769231
F1:,0.5036818851251841

WDT
TP,81.0
FP,234.0
TN,18276.0
FN,14.0
PRECISION:,0.2571428571428571
RECALL:,0.8526315789473684
F1:,0.39512195121951216

NNPS
TP,7.0
FP,289.0
TN,18256.0
FN,53.0
PRECISION:,0.02364864864864865
RECALL:,0.11666666666666667
F1:,0.03932584269662921

VB
TP,575.0
FP,1467.0
TN,16464.0
FN,99.0
PRECISION:,0.28158667972575907
RECALL:,0.8531157270029673
F1:,0.42341678939617083

VBZ
TP,349.0
FP,31.0
TN,18055.0
FN,170.0
PRECISION:,0.9184210526315789
RECALL:,0.6724470134874759
F1:,0.7764182424916574

RB
TP,213.0
FP,49.0
TN,17936.0
FN,407.0
PRECISION:,0.8129770992366412
RECALL:,0.3435483870967742
F1:,0.4829931972789116

PRP$
TP,113.0
FP,226.0
TN,18227.0
FN,39.0
PRECISION:,0.3333333333333333
RECALL:,0.743421052631579
F1:,0.46028513238289204

POS
TP,155.0
FP,43.0
TN,18391.0
FN,16.0
PRECISION:,0.7828282828282829
RECALL:,0.9064327485380117
F1:,0.8401084010840107

TO
TP,524.0
FP,86.0
TN,17995.0
FN,0.0
PRECISION:,0.8590163934426229
RECALL:,1.0
F1:,0.9241622574955909

TOTALS
TP,10088.0
FP,8517.0
TN,475213.0
FN,8517.0
ACCURACY:,0.9660903580280092
PRECISION:,0.5422198333781242
RECALL:,0.5422198333781242
F1:,0.5422198333781242
